User_ID,Basketball,Yoga,Hiking,Cycling,Gym,Swimming,Dancing,Running,Music,Photography,Availability,Past Matches,User Score,Location,Nationality,Languages Spoken,Gender
190,5,2,3,4,5,5,3,3,3,5,"Fri, Sat, Thu, Tue","[203, 926, 327, 742, 406]",7.2,Nakhon Si Thammarat,Brazil,"Portuguese, English",Male
191,4,1,4,1,3,4,1,2,5,5,"Tue, Wed, Mon, Fri, Sun","[329, 244, 620, 423, 791]",6.4,Lampang,South Korea,"Korean, English",Other
192,2,3,5,5,5,2,5,5,5,5,"Thu, Tue","[941, 708, 10, 576, 646]",5.9,Chonburi,India,"Hindi, English",Prefer not to say
193,1,4,2,3,2,4,2,3,3,4,"Sat, Tue, Thu, Sun, Wed","[618, 176, 135, 967, 846]",8.6,Pattaya,Thai,"Thai, English",Other
194,4,3,5,5,1,4,3,2,1,5,"Sat, Sun, Fri, Tue, Mon","[682, 779]",9.6,Chonburi,South Korea,"Korean, English",Male
195,5,3,3,2,3,1,1,1,1,1,"Mon, Tue, Sat","[453, 11, 293]",6.9,Ayutthaya,Japan,"Japanese, English",Male
196,3,5,5,1,2,2,4,5,2,5,"Sun, Wed, Sat, Tue","[800, 507]",9.6,Samut Prakan,Australia,English,Other
197,4,1,2,5,2,4,1,4,5,4,"Sat, Mon","[825, 349, 775]",3.5,Lampang,Russia,"Russian, English",Female
198,5,5,4,4,1,1,5,1,1,4,"Mon, Sat, Sun, Thu","[648, 56, 567, 575, 617]",4.3,Rayong,Spain,"Spanish, English",Male
199,1,5,2,1,2,5,3,5,4,5,"Sun, Thu, Mon, Wed, Fri","[263, 639, 138, 183]",1.7,Nakhon Si Thammarat,Germany,"German, English",Female
200,5,5,3,1,2,2,5,4,5,5,"Thu, Sat","[645, 211]",6.9,Phuket,Germany,"German, English",Male
201,4,3,5,3,1,4,4,3,5,2,"Sun, Thu, Tue, Mon, Fri","[644, 837, 484, 992]",4.1,Chonburi,UK,English,Other
202,3,4,4,4,5,2,2,3,3,3,"Tue, Thu, Wed, Fri","[416, 993, 435, 32, 299]",8.3,Udon Thani,India,"Hindi, English",Prefer not to say
203,4,3,5,1,3,2,1,1,1,2,"Sun, Thu, Sat, Mon","[645, 344]",1.2,Phuket,China,"Mandarin, English",Female
204,5,3,5,3,3,2,3,3,5,4,"Wed, Fri, Tue, Sun, Sat","[762, 490, 545, 262]",6.4,Chiang Mai,Brazil,"Portuguese, English",Other
205,3,2,1,3,1,4,1,1,3,1,"Wed, Tue, Fri","[946, 290]",9.0,Phuket,Russia,"Russian, English",Prefer not to say
206,4,4,3,4,5,5,5,3,4,1,"Fri, Sat, Sun, Tue","[371, 769]",6.2,Nakhon Ratchasima,USA,English,Prefer not to say
207,5,3,4,4,4,1,1,2,5,4,"Mon, Sat, Fri, Wed","[797, 699, 61, 310, 730]",5.3,Phuket,Brazil,"Portuguese, English",Other
208,3,3,1,4,1,3,3,4,5,1,"Thu, Fri","[615, 490, 927, 939, 647]",2.3,Pattaya,Netherlands,"Dutch, English",Female
209,1,2,2,2,2,4,2,2,2,4,"Fri, Sun, Tue",[668],1.3,Phuket,Canada,"English, French",Other
210,1,2,2,4,4,1,5,4,2,1,"Sun, Fri, Tue, Mon, Sat","[407, 879, 957, 101]",3.4,Samut Prakan,Spain,"Spanish, English",Other
211,3,1,4,4,4,3,1,4,5,4,"Tue, Mon",[188],9.8,Chonburi,Japan,"Japanese, English",Prefer not to say
212,2,4,2,4,2,1,4,1,3,4,"Mon, Thu","[982, 120]",9.5,Surat Thani,Thai,"Thai, English",Female
213,3,4,1,3,4,1,2,5,2,2,"Tue, Mon, Sat","[355, 581, 515, 779]",5.9,Nakhon Ratchasima,Germany,"German, English",Male
214,1,3,3,5,3,1,1,1,4,2,"Fri, Sat, Wed, Mon, Tue","[916, 654, 904, 927]",1.1,Ayutthaya,South Korea,"Korean, English",Female
215,2,4,2,3,4,2,3,4,2,2,"Sat, Fri, Sun","[42, 856]",2.5,Pattaya,USA,English,Female
216,4,1,4,2,1,4,4,4,3,4,"Fri, Mon, Thu, Sun, Tue","[258, 317, 742, 737, 576]",3.0,Nakhon Ratchasima,South Korea,"Korean, English",Female
217,4,1,2,2,2,4,5,2,1,1,"Mon, Thu, Sat, Tue",[400],6.3,Pattaya,UK,English,Other
218,5,3,2,5,2,3,1,5,5,2,"Thu, Fri, Tue, Wed","[40, 567, 549, 537]",3.7,Nakhon Si Thammarat,Sweden,"Swedish, English",Other
219,5,1,5,1,4,5,3,3,1,1,"Sat, Mon, Fri","[230, 974, 907, 487]",7.8,Chiang Mai,Netherlands,"Dutch, English",Prefer not to say
220,1,1,2,5,4,5,4,3,2,2,"Fri, Thu, Wed, Sun","[206, 113, 797]",1.5,Samut Prakan,Thai,"Thai, English",Male
221,1,3,2,2,5,2,5,4,4,4,"Thu, Sun, Sat",[778],5.8,Rayong,Germany,"German, English",Female
222,5,1,4,1,2,2,1,2,3,2,"Sun, Fri, Thu","[734, 525, 21, 102, 957]",5.4,Pattaya,USA,English,Female
223,2,2,4,3,2,1,5,1,3,2,"Mon, Thu, Tue","[837, 449, 336, 414]",7.1,Lampang,Australia,English,Female
224,4,1,2,5,2,3,4,4,1,5,"Sat, Tue, Thu","[483, 672, 254]",6.1,Ayutthaya,Germany,"German, English",Prefer not to say
225,5,5,3,1,5,5,5,2,1,2,"Sun, Wed, Thu, Sat, Fri","[375, 700, 196, 247]",8.8,Samut Prakan,USA,English,Other
226,1,1,2,5,1,4,5,2,3,2,"Wed, Fri","[139, 894]",4.9,Pattaya,Canada,"English, French",Female
227,5,2,5,5,5,3,2,5,4,2,"Tue, Wed, Mon, Sun, Thu","[442, 655, 993]",7.4,Ratchaburi,UK,English,Prefer not to say
228,2,2,3,2,1,2,3,3,5,5,"Sun, Tue, Wed, Fri","[258, 988, 199, 116, 529]",8.8,Udon Thani,China,"Mandarin, English",Female
229,5,2,3,1,1,5,1,2,2,3,"Tue, Fri, Mon, Sun","[764, 964, 640, 667, 217]",2.6,Lampang,Spain,"Spanish, English",Other
230,5,5,1,5,2,5,5,2,3,2,"Wed, Tue, Fri, Sun, Thu","[904, 252, 261, 196]",6.2,Nakhon Ratchasima,UK,English,Female
231,3,5,5,3,3,4,1,5,3,2,"Mon, Sat","[735, 858]",6.6,Nakhon Si Thammarat,Russia,"Russian, English",Prefer not to say
232,4,2,3,2,5,3,3,5,1,5,"Fri, Sat","[443, 998]",2.6,Surat Thani,Germany,"German, English",Female
233,1,2,4,5,4,5,1,5,5,1,"Fri, Tue",[136],5.3,Surat Thani,Thai,"Thai, English",Male
234,3,3,1,5,5,4,2,4,4,1,"Sat, Fri","[468, 838, 343, 330, 967]",6.3,Chonburi,Thai,"Thai, English",Other
235,3,4,5,4,1,2,4,5,5,4,"Fri, Mon","[384, 202, 27, 165, 95]",5.1,Surat Thani,South Korea,"Korean, English",Female
236,1,1,1,3,2,3,1,5,4,2,"Fri, Sun","[421, 580, 522]",7.1,Pattaya,Russia,"Russian, English",Female
237,4,4,5,1,2,3,5,5,1,1,"Sun, Sat","[542, 525, 694]",5.8,Bangkok,Brazil,"Portuguese, English",Male
238,1,5,4,5,4,3,1,2,2,4,"Sat, Tue, Fri","[42, 43]",7.8,Ratchaburi,Spain,"Spanish, English",Prefer not to say
239,3,5,1,1,1,1,1,1,5,3,"Fri, Thu","[165, 904, 609]",2.3,Ratchaburi,Germany,"German, English",Male
240,2,1,4,1,5,5,2,5,4,5,"Tue, Sun, Wed, Mon",[874],9.0,Hat Yai,China,"Mandarin, English",Other
241,2,2,2,2,3,4,2,3,4,1,"Wed, Mon","[733, 766, 767, 551, 141]",8.1,Nakhon Si Thammarat,Netherlands,"Dutch, English",Other
242,4,3,5,1,1,2,5,2,5,1,"Tue, Wed, Thu",[56],2.3,Ayutthaya,Canada,"English, French",Other
243,4,1,3,4,3,1,4,3,5,4,"Sat, Tue, Mon","[692, 445, 954, 938]",4.2,Ayutthaya,Japan,"Japanese, English",Male
244,3,4,1,3,4,4,2,2,4,4,"Sun, Sat, Tue, Wed, Mon","[439, 783, 724]",4.8,Khon Kaen,Netherlands,"Dutch, English",Prefer not to say
245,2,3,4,4,3,4,4,4,1,4,"Mon, Tue, Sun","[601, 958, 186, 284, 202]",1.0,Rayong,USA,English,Female
246,2,5,5,3,1,3,1,3,2,2,"Tue, Sat, Thu","[197, 494, 84, 543, 933]",7.7,Khon Kaen,Sweden,"Swedish, English",Female
247,1,5,1,4,5,4,3,3,2,4,"Thu, Tue, Sat, Fri, Wed",[741],8.0,Chonburi,Canada,"English, French",Prefer not to say
248,5,3,1,2,5,2,2,3,3,4,"Mon, Wed","[579, 306, 601]",5.3,Rayong,Brazil,"Portuguese, English",Other
249,4,2,2,5,4,1,3,5,2,2,"Fri, Mon, Thu","[745, 926, 671]",7.6,Phuket,Japan,"Japanese, English",Prefer not to say
250,4,5,4,5,2,4,3,1,2,4,"Sat, Wed","[653, 319]",9.1,Nakhon Si Thammarat,China,"Mandarin, English",Prefer not to say
251,2,1,2,1,3,5,3,3,4,2,"Mon, Sun, Fri, Thu, Tue","[759, 665, 63, 281, 579]",4.4,Hat Yai,France,"French, English",Other
252,5,4,4,4,2,1,5,2,4,4,"Tue, Wed, Sat","[405, 227, 501]",7.1,Phuket,India,"Hindi, English",Prefer not to say
253,2,1,5,3,4,5,1,3,5,4,"Wed, Sun","[964, 149]",9.3,Nakhon Si Thammarat,USA,English,Female
254,4,2,5,2,2,5,5,3,4,3,"Mon, Sun, Sat","[22, 416, 35, 774, 703]",3.3,Samut Prakan,Russia,"Russian, English",Other
255,3,4,3,5,1,5,5,1,5,5,"Tue, Thu, Fri","[863, 860, 921, 524, 664]",9.8,Chiang Mai,Canada,"English, French",Female
256,1,4,4,4,3,5,4,5,2,5,"Tue, Thu, Fri","[987, 427]",7.5,Bangkok,India,"Hindi, English",Prefer not to say
257,2,2,5,4,5,5,1,4,2,1,"Sat, Sun","[302, 313, 857]",7.6,Bangkok,South Korea,"Korean, English",Male
258,3,2,3,4,3,2,4,5,1,4,"Fri, Mon, Tue, Thu","[127, 66]",5.0,Ayutthaya,France,"French, English",Female
259,2,5,2,4,3,5,3,5,2,3,"Sat, Fri",[514],5.5,Khon Kaen,UK,English,Other
260,2,1,2,5,5,5,2,3,4,3,"Sun, Fri, Mon","[286, 302, 480, 378]",4.3,Bangkok,Netherlands,"Dutch, English",Female
261,2,1,4,2,1,3,2,5,4,5,"Tue, Wed, Thu","[999, 302]",5.9,Lampang,China,"Mandarin, English",Male
262,2,3,5,2,4,5,4,1,1,4,"Wed, Fri","[690, 457, 844]",4.0,Hat Yai,Netherlands,"Dutch, English",Male
263,5,2,4,4,5,1,2,2,3,3,"Fri, Sun, Wed, Mon, Sat","[134, 10, 44]",1.5,Chonburi,Sweden,"Swedish, English",Male
264,5,4,4,4,2,5,3,2,2,2,"Sat, Sun, Wed, Tue","[403, 966, 478]",9.0,Chiang Mai,China,"Mandarin, English",Prefer not to say
265,2,2,1,2,1,1,1,4,5,5,"Tue, Mon, Thu, Sun","[203, 780, 644, 39]",9.8,Khon Kaen,Australia,English,Female
266,1,2,2,1,5,5,3,1,5,2,"Sat, Tue, Fri, Thu, Sun","[651, 964, 710]",7.5,Nakhon Ratchasima,China,"Mandarin, English",Prefer not to say
267,5,1,3,4,3,4,1,3,5,1,"Wed, Thu, Sat, Tue","[190, 838, 337, 985, 463]",3.5,Bangkok,USA,English,Prefer not to say
268,3,4,1,1,2,2,3,3,4,2,"Thu, Sun, Sat, Wed, Tue","[997, 20, 107, 261, 926]",5.3,Hat Yai,UK,English,Male
269,1,3,5,1,1,2,5,2,5,2,"Tue, Sat, Sun","[552, 102, 796, 101]",3.3,Nakhon Si Thammarat,USA,English,Prefer not to say
270,1,4,5,3,3,1,3,1,4,5,"Fri, Wed","[544, 840, 725, 242, 82]",4.5,Surat Thani,UK,English,Other
271,2,2,3,1,4,5,1,4,3,2,"Tue, Sat","[891, 518]",2.2,Surat Thani,China,"Mandarin, English",Male
272,2,4,3,1,2,4,1,4,1,3,"Wed, Fri, Sun, Tue, Thu","[476, 549]",6.4,Surat Thani,Russia,"Russian, English",Female
273,5,2,5,5,4,5,4,4,2,1,"Sun, Sat, Mon, Fri, Thu","[156, 247]",4.1,Samut Prakan,India,"Hindi, English",Prefer not to say
274,5,1,4,4,4,1,1,1,5,4,"Sat, Thu, Mon, Fri, Tue","[238, 901, 538]",4.1,Phuket,Brazil,"Portuguese, English",Female
275,4,1,5,4,4,4,4,1,5,1,"Thu, Wed, Mon, Sun",[6],4.5,Nakhon Ratchasima,Sweden,"Swedish, English",Female
276,3,4,1,4,2,5,1,3,4,1,"Sun, Thu","[967, 609, 15, 532, 710]",6.2,Ayutthaya,UK,English,Male
277,5,4,1,2,1,3,1,4,3,2,"Mon, Fri","[850, 77, 304, 33]",5.8,Nakhon Ratchasima,South Korea,"Korean, English",Male
278,5,3,2,5,1,3,2,4,5,4,"Sat, Tue","[602, 364, 778, 251]",6.7,Ayutthaya,Germany,"German, English",Other
279,4,3,1,2,2,1,1,4,5,5,"Fri, Tue, Mon, Wed, Sun","[311, 590, 695]",6.1,Phuket,Japan,"Japanese, English",Other
280,4,5,2,2,4,5,4,5,1,5,"Sat, Tue","[420, 983]",2.2,Samut Prakan,France,"French, English",Prefer not to say
281,1,5,4,2,4,4,3,2,4,5,"Sat, Fri, Thu, Sun, Wed",[739],2.1,Samut Prakan,USA,English,Prefer not to say
282,4,1,3,3,1,5,3,4,5,4,"Sat, Sun, Thu","[184, 794]",5.9,Lampang,France,"French, English",Other
283,3,4,1,5,1,3,5,2,5,3,"Sun, Thu, Tue, Wed","[167, 363, 154]",5.4,Chiang Mai,UK,English,Female
284,5,4,3,5,1,2,1,5,2,2,"Sun, Tue, Sat, Thu, Fri",[651],8.9,Nakhon Ratchasima,Brazil,"Portuguese, English",Prefer not to say
285,4,5,1,5,2,3,1,3,4,2,"Sun, Tue, Thu","[841, 762, 480]",2.9,Rayong,Australia,English,Prefer not to say
286,3,3,2,4,3,2,2,2,2,2,"Wed, Mon, Thu","[272, 455, 992, 132]",8.2,Ayutthaya,Netherlands,"Dutch, English",Prefer not to say
287,4,4,4,5,2,1,5,2,1,4,"Sun, Wed","[676, 953, 504]",3.4,Lampang,Spain,"Spanish, English",Female
288,2,5,5,4,1,1,4,5,4,4,"Fri, Sun, Thu, Wed",[17],1.5,Ayutthaya,Canada,"English, French",Female
289,3,3,3,1,3,2,2,1,4,4,"Mon, Tue, Thu, Sun, Sat","[237, 868, 370]",1.8,Chiang Mai,Japan,"Japanese, English",Female
290,3,1,3,5,1,2,4,2,4,3,"Mon, Fri, Sun, Thu",[293],3.2,Rayong,Brazil,"Portuguese, English",Female
291,5,2,5,1,2,3,4,2,3,1,"Thu, Fri, Mon, Tue, Sat","[647, 347]",6.2,Phuket,Australia,English,Prefer not to say
292,4,2,3,5,4,3,4,5,3,2,"Mon, Wed",[71],6.2,Ayutthaya,Japan,"Japanese, English",Female
293,4,3,4,2,3,1,1,3,1,4,"Tue, Sun","[353, 399, 992]",4.1,Bangkok,UK,English,Prefer not to say
294,5,1,1,4,3,4,5,2,3,1,"Fri, Tue, Thu, Wed, Sat","[290, 231, 90, 529, 461]",2.1,Chonburi,Australia,English,Prefer not to say
295,2,3,3,5,5,2,3,3,4,2,"Mon, Tue","[456, 826, 106, 55]",2.3,Lampang,India,"Hindi, English",Male
296,2,1,5,5,1,2,4,4,3,5,"Sun, Thu, Tue, Wed, Sat","[345, 917, 335, 77, 348]",2.9,Phuket,UK,English,Prefer not to say
297,3,3,3,1,2,4,1,4,4,4,"Wed, Mon, Sun","[498, 428, 251, 375]",9.2,Ayutthaya,Russia,"Russian, English",Female
298,1,3,5,4,3,5,4,1,5,1,"Sat, Thu, Sun","[153, 483, 897, 52, 58]",6.8,Nakhon Si Thammarat,Netherlands,"Dutch, English",Male
299,1,4,1,3,3,1,4,4,3,2,"Fri, Sat, Sun","[612, 351, 71]",6.3,Lampang,Russia,"Russian, English",Other
300,3,5,2,2,1,1,4,3,5,1,"Thu, Wed","[971, 207, 90, 657, 600]",1.1,Surat Thani,Thai,"Thai, English",Male
301,3,2,3,2,5,5,2,2,5,4,"Fri, Tue, Thu","[923, 177, 583, 603, 285]",7.8,Surat Thani,UK,English,Other
302,3,3,1,3,2,2,5,3,4,2,"Sun, Tue, Wed, Thu, Sat","[752, 767]",4.1,Khon Kaen,Canada,"English, French",Male
303,3,1,3,5,2,3,5,1,2,5,"Sun, Thu, Mon, Wed, Tue","[967, 871, 672, 247, 552]",9.6,Chiang Mai,Thai,"Thai, English",Prefer not to say
304,1,5,2,1,3,2,3,4,2,3,"Mon, Sat, Sun, Tue, Fri","[474, 780, 337]",1.5,Rayong,Thai,"Thai, English",Prefer not to say
305,1,1,3,1,2,5,2,3,4,5,"Tue, Sun, Mon",[524],7.8,Nakhon Si Thammarat,Germany,"German, English",Female
306,3,3,1,4,4,2,4,1,3,5,"Thu, Sat","[268, 296, 499, 867, 497]",2.2,Ayutthaya,India,"Hindi, English",Male
307,5,3,5,4,2,5,2,1,2,3,"Thu, Sun, Fri, Wed, Tue",[473],9.8,Ratchaburi,South Korea,"Korean, English",Prefer not to say
308,1,3,4,4,2,1,5,4,1,4,"Thu, Sat, Mon","[387, 87, 599]",6.8,Khon Kaen,India,"Hindi, English",Prefer not to say
309,3,4,2,3,5,4,5,2,3,2,"Fri, Thu, Mon","[613, 469, 989, 871, 218]",6.1,Chiang Mai,France,"French, English",Female
310,3,2,5,5,5,3,2,2,2,3,"Mon, Thu, Tue, Wed, Sun",[350],7.4,Udon Thani,Japan,"Japanese, English",Female
311,4,2,2,4,4,2,1,2,1,2,"Thu, Tue, Fri","[382, 455]",4.4,Lampang,Russia,"Russian, English",Prefer not to say
312,5,4,4,3,3,5,5,4,4,1,"Wed, Thu, Tue, Sun, Fri","[312, 604, 306]",9.9,Ayutthaya,Australia,English,Female
313,3,4,1,2,3,4,5,1,2,2,"Sat, Fri, Tue, Mon, Wed","[951, 777, 746, 275, 905]",1.7,Bangkok,Japan,"Japanese, English",Prefer not to say
314,3,3,5,1,1,2,2,4,1,4,"Tue, Sun, Fri, Wed, Sat","[19, 927]",8.0,Pattaya,USA,English,Male
315,3,2,2,3,5,2,4,4,5,2,"Fri, Sat",[865],9.8,Udon Thani,India,"Hindi, English",Female
316,5,1,4,3,3,4,2,1,4,2,"Tue, Mon, Sat, Thu","[452, 497, 767, 183, 982]",2.0,Chonburi,France,"French, English",Other
317,3,5,5,3,1,1,4,5,1,2,"Sun, Mon, Fri, Thu, Tue","[423, 573, 726, 769]",5.6,Nakhon Ratchasima,France,"French, English",Female
318,1,3,1,5,4,5,4,2,4,4,"Thu, Sat, Fri, Wed, Mon","[880, 906]",5.6,Nakhon Si Thammarat,Australia,English,Other
319,2,1,2,5,1,2,3,4,2,1,"Sat, Wed, Sun","[554, 267, 62]",3.4,Ratchaburi,Brazil,"Portuguese, English",Male
320,5,4,5,5,4,4,4,3,3,3,"Mon, Wed, Thu, Tue","[835, 873, 243]",1.6,Pattaya,Japan,"Japanese, English",Prefer not to say
321,1,1,2,2,2,1,3,4,2,2,"Tue, Wed, Thu, Fri, Mon","[90, 141, 390, 684]",7.8,Pattaya,India,"Hindi, English",Male
322,5,3,3,1,1,3,5,2,4,2,"Tue, Sun","[316, 650, 101, 846, 561]",1.4,Chiang Mai,India,"Hindi, English",Prefer not to say
323,2,2,4,4,3,4,1,1,1,1,"Wed, Sat, Thu, Tue","[506, 140]",7.4,Rayong,Spain,"Spanish, English",Prefer not to say
324,4,4,2,2,5,5,3,4,1,3,"Mon, Sun, Sat, Fri, Wed","[409, 181, 5]",9.2,Rayong,Spain,"Spanish, English",Prefer not to say
325,3,4,3,1,5,5,4,2,5,4,"Fri, Thu, Tue, Mon","[64, 850, 251, 12, 679]",9.7,Nakhon Ratchasima,USA,English,Other
326,2,1,1,5,3,2,1,3,2,4,"Fri, Wed, Thu, Sun, Tue","[209, 586, 959]",8.0,Ayutthaya,UK,English,Other
327,2,1,1,5,2,3,1,1,1,3,"Wed, Fri, Sat","[514, 825, 965]",9.1,Chiang Mai,France,"French, English",Prefer not to say
328,4,5,1,2,3,3,3,1,4,2,"Mon, Fri, Tue, Sat","[764, 622, 576, 72]",1.8,Udon Thani,France,"French, English",Other
329,4,2,4,1,5,1,3,2,4,4,"Mon, Sat, Sun, Fri","[199, 962, 835, 45, 744]",1.1,Nakhon Ratchasima,France,"French, English",Male
330,2,3,5,1,2,2,2,4,2,4,"Tue, Wed","[223, 677, 126, 841]",4.1,Udon Thani,USA,English,Male
331,2,5,2,5,4,3,1,4,1,2,"Sun, Thu, Fri","[681, 424]",9.9,Khon Kaen,Australia,English,Prefer not to say
332,1,3,4,2,2,4,4,5,2,4,"Thu, Sat, Sun","[596, 393, 437, 511]",9.1,Chonburi,China,"Mandarin, English",Female
333,1,4,2,5,1,4,5,5,4,3,"Fri, Wed","[295, 362]",2.0,Samut Prakan,Sweden,"Swedish, English",Prefer not to say
334,3,3,2,2,1,5,1,3,4,1,"Tue, Sat","[383, 615, 774, 722]",3.3,Nakhon Ratchasima,Sweden,"Swedish, English",Prefer not to say
335,5,1,1,1,3,3,3,5,3,1,"Fri, Tue, Wed, Sun, Sat","[32, 956, 299, 221]",9.5,Hat Yai,South Korea,"Korean, English",Male
336,2,5,5,4,1,1,1,1,5,5,"Mon, Sat","[963, 702, 507, 354]",1.1,Phuket,Australia,English,Male
337,1,2,4,1,3,2,2,1,4,2,"Tue, Sat",[97],7.4,Pattaya,South Korea,"Korean, English",Prefer not to say
338,4,5,4,2,5,3,4,5,5,4,"Mon, Tue, Fri, Sun, Sat",[442],5.9,Udon Thani,Sweden,"Swedish, English",Male
339,1,3,4,4,5,2,3,2,5,3,"Wed, Sun, Fri, Mon","[153, 596, 903]",4.6,Bangkok,Germany,"German, English",Female
340,4,4,5,3,3,1,1,3,1,3,"Sat, Sun, Tue, Thu","[297, 818, 309, 273]",5.4,Rayong,Netherlands,"Dutch, English",Other
341,5,2,4,5,1,1,3,3,1,1,"Tue, Mon, Sat, Fri, Wed","[245, 643, 403, 134]",8.0,Phuket,Sweden,"Swedish, English",Male
342,1,3,2,3,2,3,3,2,2,3,"Sun, Tue, Sat","[270, 480, 43]",5.9,Udon Thani,Germany,"German, English",Prefer not to say
343,2,5,3,4,2,1,2,1,5,3,"Sat, Sun, Wed, Thu","[719, 28, 473]",7.0,Bangkok,South Korea,"Korean, English",Female
344,5,1,1,5,1,4,4,4,2,5,"Wed, Sun, Thu, Mon",[408],3.4,Bangkok,Thai,"Thai, English",Other
345,5,1,5,4,3,4,4,3,1,3,"Mon, Fri, Thu, Sat","[720, 998, 744]",9.7,Nakhon Si Thammarat,Netherlands,"Dutch, English",Male
346,4,1,1,1,3,3,1,2,4,2,"Sun, Fri, Wed","[276, 76]",2.2,Surat Thani,Australia,English,Prefer not to say
347,1,1,3,5,3,3,4,3,4,4,"Sun, Fri, Thu, Sat","[149, 717, 935, 693, 577]",6.6,Ratchaburi,USA,English,Male
348,3,4,3,4,3,4,3,5,4,2,"Mon, Thu","[985, 984, 946, 32]",4.8,Chiang Mai,Germany,"German, English",Male
349,3,4,5,3,1,3,5,4,3,1,"Fri, Sat, Wed, Tue, Sun","[195, 34, 519]",10.0,Surat Thani,Germany,"German, English",Other
350,2,5,2,2,5,1,4,5,2,1,"Wed, Fri",[413],7.2,Samut Prakan,UK,English,Male
351,2,1,1,4,1,2,1,2,4,2,"Fri, Sat, Thu, Sun",[195],8.4,Lampang,Japan,"Japanese, English",Other
352,5,1,5,1,1,5,2,4,1,1,"Sat, Thu, Wed, Fri, Tue","[456, 918]",6.5,Samut Prakan,China,"Mandarin, English",Other
353,5,2,4,5,1,2,3,3,5,3,"Wed, Fri, Tue","[902, 651]",5.3,Pattaya,India,"Hindi, English",Other
354,4,2,2,5,1,2,2,4,1,5,"Wed, Thu, Tue, Sun","[14, 219, 334, 580]",2.6,Hat Yai,Thai,"Thai, English",Other
355,3,4,5,5,4,3,3,5,5,4,"Wed, Mon, Tue","[941, 258, 800, 386, 810]",2.7,Hat Yai,India,"Hindi, English",Male
356,4,1,2,2,1,4,1,2,1,5,"Sun, Wed, Mon, Tue, Sat","[145, 783, 188]",4.8,Chonburi,China,"Mandarin, English",Prefer not to say
357,4,5,1,5,5,1,1,5,4,3,"Thu, Tue, Sun, Wed, Mon","[940, 349, 25, 887, 276]",3.7,Nakhon Si Thammarat,Australia,English,Other
358,4,5,1,2,3,2,4,1,1,2,"Fri, Wed, Sat, Sun, Tue","[825, 514]",3.5,Hat Yai,China,"Mandarin, English",Prefer not to say
359,3,1,1,1,2,4,3,3,1,1,"Mon, Sun","[100, 505, 176]",5.5,Bangkok,Germany,"German, English",Male
360,3,3,5,4,1,3,3,3,4,4,"Fri, Wed, Tue, Mon","[483, 968]",2.5,Nakhon Ratchasima,France,"French, English",Male
361,4,3,1,3,4,2,3,2,2,3,"Tue, Sun, Sat","[80, 220]",8.8,Surat Thani,India,"Hindi, English",Female
362,5,1,2,5,1,2,4,4,5,1,"Fri, Sun, Wed, Thu, Tue","[227, 330, 382, 370, 79]",2.0,Phuket,Australia,English,Prefer not to say
363,3,5,2,2,5,5,1,3,5,1,"Thu, Sun, Sat","[784, 426, 441, 668]",5.0,Khon Kaen,Russia,"Russian, English",Female
364,1,2,3,5,3,3,4,5,4,3,"Tue, Fri, Wed, Sun","[821, 248, 778]",9.9,Udon Thani,UK,English,Prefer not to say
365,3,4,3,2,1,2,2,4,1,4,"Tue, Sat, Wed, Sun, Mon","[28, 714, 809, 793]",5.6,Rayong,France,"French, English",Other
366,3,5,3,2,5,5,3,5,3,4,"Thu, Tue, Sun, Wed","[484, 5, 590, 477, 911]",6.9,Pattaya,Brazil,"Portuguese, English",Other
367,2,2,2,1,3,4,5,2,1,1,"Wed, Thu, Tue","[847, 553]",6.8,Udon Thani,Russia,"Russian, English",Prefer not to say
368,3,3,5,5,5,1,5,5,3,3,"Tue, Fri, Sat, Sun, Mon",[552],2.3,Pattaya,UK,English,Male
369,3,1,3,2,4,2,3,1,3,4,"Tue, Thu","[65, 916, 874, 968]",5.8,Rayong,Australia,English,Female
370,5,5,2,5,3,2,1,1,1,4,"Thu, Wed","[285, 649, 236]",9.9,Pattaya,France,"French, English",Prefer not to say
371,1,4,2,3,2,1,2,4,3,2,"Thu, Sun",[867],2.8,Chiang Mai,France,"French, English",Male
372,5,2,1,5,2,1,5,3,5,3,"Sat, Wed, Tue","[683, 459, 388, 725]",6.6,Samut Prakan,Germany,"German, English",Other
373,4,4,3,5,1,3,4,1,5,2,"Sat, Mon, Fri, Sun, Wed","[514, 336]",8.4,Nakhon Ratchasima,Thai,"Thai, English",Prefer not to say
374,1,4,4,2,5,2,3,5,2,4,"Fri, Wed","[640, 760, 825]",9.2,Phuket,Germany,"German, English",Prefer not to say
375,5,2,2,4,4,5,2,3,3,3,"Wed, Sun, Thu, Fri, Mon","[179, 447, 693, 913]",5.4,Ayutthaya,Australia,English,Other
376,4,1,1,2,5,3,1,2,2,3,"Thu, Mon, Sat, Tue, Wed",[596],3.4,Surat Thani,Brazil,"Portuguese, English",Other
377,3,4,4,2,1,1,4,2,1,2,"Sun, Tue, Fri, Thu",[803],3.4,Ratchaburi,South Korea,"Korean, English",Other
378,5,4,4,4,3,1,2,2,2,3,"Thu, Sat, Fri, Sun, Tue",[518],1.7,Rayong,UK,English,Other
379,1,4,1,4,1,1,2,2,3,5,"Thu, Fri","[876, 933]",6.7,Nakhon Si Thammarat,Brazil,"Portuguese, English",Prefer not to say
